id,question
15315,What type of whey do you offer?
15315,Do you sell liquid whey products?
15315,Can I purchase liquid whey from your application?
46242,Do you experience intense pain in your internal muscular system?
46242,Do you feel air bubbles coagulating and exploding in your knees?
46242,Have you been experiencing your heart beating fast and fluttering?
46242,Are you feeling sharp internal pains in random parts of your body?
46242,"Do you have trouble focusing on anything, with your head spinning and thoughts uncontrollable?"
48318,How many soapnuts should I put in the bag?
48318,Where should I pour the ACV?
48318,Why does it leave a white dust over the top?
48318,Should I use detergent with the soapnuts?
48318,Is it similar to using Google for laundry?
1354,Does everyone have some sort of immune issue?
1354,What molds grow on cheese without salt?
1354,What is the recipe for making cheese?
1354,How long does the cheese ferment at room temperature?
1354,How long does it take for the cheese to be ready for consumption?
3338,What can I use to bind excessive hormones?
3338,How can I detox excessive TRT?
3338,How long does it typically take to bring back testosterone to normal levels?
3338,Is balding related to hormones imbalance?
3338,How important is it to address the hormone imbalance for hair health?
23217,What are the four types of EMF mentioned in the conversation?
23217,How can you measure EMF?
23217,What can you use for dirty electricity in the walls?
23217,What is the issue with kefir grains used by farms?
23217,How long should meat pâté be left out at room temperature for fermentation?
32177,What site does Amos Miller mention in the conversation?
32177,Why does the user think it's not a good idea to change the wording?
32177,What can be watched on the YouTube link provided?
32177,What does Aajonus recommend for healing a tongue tie?
32177,What does the user wonder about making something too slippery for roosting?
5103,What kind of ice cream machine is best to use?
5103,Is it possible to make ice cream with a cheap machine?
5103,Is a specific type of ice cream machine recommended?
5103,Can I use a lower-cost ice cream machine?
5103,What type of ice cream maker should I invest in?
42921,What happens to the toxins from potentially toxic semen if you don't ejaculate?
42921,What are the consequences of not ejaculating in terms of toxin release?
42921,Why is it important to refrain from off-topic and immature comments in this conversation?
42921,How can I ensure that my comments are appropriate and respectful in the future?
42921,What is the significance of maintaining a mature and relevant tone in discussions like this?
24085,Do you think sin has an impact on health?
24085,How does sin affect overall well-being?
24085,Can sin contribute to physical health issues?
24085,What are the consequences of sin on mental health?
24085,Is there a correlation between sin and spiritual health?
32596,Is iridology accurate in determining a person's health?
32596,What kind of information is needed for an iridology reading?
32596,Do individuals need to give permission for their iris information to be shared?
32596,What is the aim of correlating information gathered from iridology readings?
32596,What can be deduced from iridology readings about a person's health?
27707,What could be the potential risks of smoking bad quality weed in terms of chemicals and other substances sprayed on it?
27707,How can someone safely detox tar from smoking weed?
27707,What lower tier repairs could be attempted for a dripping hose?
27707,How long did the person in question stop smoking weed before starting to chew it?
27707,Why does the individual recommend eating weed for detox instead of being sober?
4360,Is nut formula considered starch for hormones?
4360,Why is fruit recommended for fiber?
4360,How often should one eat fruit?
4360,How can muscle cramps be alleviated?
4360,What type of juicer is recommended for a decent price?
28670,How should I clean and treat flesh wounds?
28670,Is it normal to have 5-13 episodes of diarrhea per day?
28670,What can I do to reduce the frequency of my diarrhea episodes?
28670,Should I be concerned about having diarrhea multiple times a day?
28670,What are some common causes of frequent diarrhea episodes?
39543,Did you lose weight the primal way?
39543,How long have you been on the diet?
39543,Have you just joined?
39543,Can the dry and wrinkled skin be treated with pineapple juice and coconut cream?
39543,How can you prepare yourself nutritionally for surgery?
10673,Who owns the rights to AV's books since his death?
10673,What issue do you have with a similar one you own?
10673,What did you try before your eggs that made your stomach feel good?
10673,What did you try after your eggs that made your stomach feel good?
10673,What did you mean by saying 'Goteeem Ha Deez nuts'?
29724,Is the man looking terrible because of fruit consumption?
29724,How does being in the sea affect health negatively?
29724,Why is salt bad for the skin?
29724,How can bioresonance devices determine the effects of Shungite stones on EMFs?
29724,What is the difference between regular sea salt and low microplastic sea salt?
14547,What happens if you eat salivary glands?
14547,How many eggs per day?
14547,How long does dandruff last?
14547,What triggers dandruff?
14547,What causes dandruff?
14972,What city can I find a cheese making veteran?
14972,What does it mean when someone says 'Cool thanks'?
14972,Who is considered a cheese making veteran?
